student_id,student_first_name,student_last_name,student_gender,student_geo_latitude,student_geo_longitude,student_travel_time_minutes,student_travel_distance_km,student_future_school_id,student_class_id
1663,Konrad,Dąbkiewicz,M,52.169,21.188,24,10.95,9,56
1664,Emil,Kasica,M,52.234,20.972,30,3.12,20,56
1665,Dominik,Sosnówka,M,52.057,21.469,34,30.58,12,56
1666,Eryk,Cuch,M,52.145,20.889,31,8.32,12,56
1667,Konrad,Szałaj,M,52.24,20.695,27,17.28,5,56
1668,Karina,Klos,F,52.244,20.621,33,21.1,4,56
1669,Olgierd,Terka,M,52.203,21.021,30,1.19,15,56
1670,Piotr,Tyczka,M,52.119,20.839,36,12.09,16,56
1671,Natasza,Krzysztofek,F,52.177,21.023,32,2.26,6,56
1672,Tymoteusz,Wyderka,M,51.997,21.174,23,18.83,10,56
1673,Filip,Lizoń,M,52.018,21.044,21,11.29,9,56
1674,Igor,Kolka,M,52.098,21.049,23,7.53,11,56
1675,Olga,Siekierka,F,52.245,21.105,22,7.49,6,56
1676,Julianna,Grochola,F,52.122,20.812,30,13.31,18,56
1677,Bruno,Wojtach,M,52.111,21.094,24,9.18,16,56
1678,Anastazja,Kapka,F,52.192,20.679,28,16.47,16,56
1679,Oliwier,Brachman,M,52.199,20.994,28,0.38,2,56
1680,Marcelina,Hornik,F,52.327,21.198,36,16.24,4,56
1681,Justyna,Duc,F,52.176,20.934,26,4.51,8,57
1682,Marcelina,Frankowicz,F,52.106,20.866,31,11.39,4,57
1683,Albert,Śliz,M,52.132,20.952,21,5.8,8,57
1684,Aleksander,Nagel,M,51.975,20.865,31,17.99,12,57
1685,Karol,Rybus,M,52.043,21.001,31,7.87,8,57
1686,Kornel,Korzeniak,M,52.379,20.995,24,9.18,2,57
1687,Kazimierz,Szkaradek,M,52.306,21.175,23,14.02,3,57
1688,Wojciech,Mik,M,52.268,20.842,38,11.34,2,57
1689,Filip,Folga,M,52.129,21.34,25,20.52,6,57
1690,Gabriel,Cierpisz,M,52.017,21.252,34,21.76,11,57
1691,Elżbieta,Samul,F,52.186,20.9,35,5.72,13,57
1692,Wojciech,Kruś,M,52.1,21.205,39,15.25,14,57
1693,Aurelia,Kołpak,F,52.253,21.28,30,16.62,2,57
1694,Ryszard,Picheta,M,52.373,21.204,28,18.84,16,57
1695,Anastazja,Mordak,F,52.19,21.003,35,0.64,20,57
1696,Maurycy,Bereś,M,52.134,21.176,30,12.11,20,57
1697,Andrzej,Jaszczur,M,52.258,20.763,40,14.75,14,57
1698,Nikodem,Choroś,M,52.276,20.811,22,13.29,14,57
1699,Jan,Działo,M,52.277,20.714,24,18.13,14,57
1700,Bianka,Kloch,F,52.02,21.079,30,12.95,20,57
1701,Nataniel,Smektała,M,52.131,20.596,26,23.65,12,57
1702,Kamila,Sowała,F,52.183,20.737,21,14.0,7,57
1703,Urszula,Orkisz,F,52.138,21.005,29,3.35,18,57
1704,Oskar,Lepianka,M,52.031,20.884,30,14.26,20,57
1705,Grzegorz,Fras,M,52.122,20.68,30,19.94,9,57
1706,Ada,Dzikiewicz,F,52.195,20.838,36,8.33,13,57
1707,Paweł,Deluga,M,52.318,21.107,20,11.24,16,57
1708,Ryszard,Osman,M,52.0,21.442,23,32.07,6,57
1709,Cezary,Zawalich,M,52.105,20.943,38,7.56,17,57
1710,Tymon,Bieszke,M,52.243,21.183,25,11.31,6,57
1711,Mateusz,Lejk,M,52.143,20.972,35,4.26,16,58
1712,Kamila,Grzech,F,52.237,21.17,36,10.34,16,58
1713,Jakub,Bugiel,M,52.241,21.113,26,7.71,6,58
1714,Jacek,Sobel,M,52.157,21.182,37,11.25,1,58
1715,Maciej,Bączkiewicz,M,52.14,20.867,20,9.62,20,58
1716,Borys,Parkitna,M,52.232,20.619,33,20.68,18,58
1717,Dorota,Makles,F,52.187,21.156,29,8.47,19,58
1718,Oliwier,Zyga,M,52.038,21.214,33,18.81,18,58
1719,Nataniel,Jachimczak,M,52.189,20.849,30,8.1,19,58
1720,Filip,Kut,M,52.212,20.47,33,27.07,9,58
1721,Marcin,Tyczka,M,52.082,20.981,31,6.85,1,58
1722,Adrianna,Kurczab,F,52.302,21.276,39,18.89,2,58
1723,Ewa,Bączkiewicz,F,52.36,21.195,31,17.74,4,58
1724,Ignacy,Obst,M,52.101,21.022,28,6.02,9,58
1725,Mateusz,Kuk,M,52.103,21.0,26,4.85,13,58
1726,Olaf,Stawczyk,M,52.181,21.033,34,2.56,17,58
1727,Sylwia,Gasz,F,52.05,21.14,33,14.5,1,58
1728,Marcel,Damek,M,52.252,20.838,30,10.68,14,58
1729,Wojciech,Ciećko,M,52.098,21.354,24,22.79,19,58
1730,Oliwier,Hanus,M,52.156,21.104,40,7.44,15,58
1731,Urszula,Bastek,F,52.179,20.992,37,1.44,17,58
1732,Krzysztof,Pociask,M,52.061,21.406,40,27.26,13,58
1733,Kazimierz,Miecznik,M,52.226,20.878,33,7.4,7,58
1734,Lidia,Wawrzonek,F,52.267,21.433,30,24.98,10,58
1735,Dawid,Łaszczyk,M,52.116,21.163,29,12.36,16,58
1736,Ewelina,Wiszowaty,F,52.225,21.164,39,9.45,5,58
1737,Hubert,Franków,M,52.137,20.944,21,5.98,6,58
1738,Sandra,Tołoczko,F,52.18,20.803,26,10.84,20,58
1739,Jan,Jędraszek,M,52.321,21.124,20,12.28,4,58
1740,Dariusz,Pakos,M,52.116,20.837,20,12.35,16,58
1741,Filip,Chorążewicz,M,52.199,21.177,36,8.92,13,59
1742,Marcin,Szlaga,M,52.17,21.284,24,15.68,9,59
1743,Agnieszka,Drywa,F,52.234,21.023,36,2.84,8,59
1744,Olgierd,Paluszak,M,52.098,20.95,28,7.59,4,59
1745,Leon,Brodawka,M,52.297,21.118,39,10.73,5,59
1746,Franciszek,Walkusz,M,52.175,20.956,21,3.49,8,59
1747,Julian,Prejs,M,52.363,20.879,22,14.22,9,59
1748,Mariusz,Doktor,M,52.186,20.926,21,4.42,15,59
1749,Jan,Opas,M,52.265,21.143,29,10.38,7,59
1750,Aleksander,Rembisz,M,52.178,21.028,26,2.48,13,59
1751,Ernest,Faryna,M,52.257,21.286,39,17.11,4,59
1752,Witold,Sądej,M,52.031,20.937,30,11.58,15,59
1753,Maks,Wrześniak,M,52.312,21.095,37,10.34,3,59
1754,Kajetan,Drabczyk,M,52.174,20.95,20,3.79,12,59
1755,Olga,Dziedzina,F,52.3,21.04,22,7.0,19,59
1756,Monika,Oleśkiewicz,F,52.108,21.015,30,5.34,8,59
1757,Oliwier,Sornat,M,52.023,21.309,23,24.29,12,59
1758,Radosław,Andrejczuk,M,52.185,20.969,23,2.31,16,59
1759,Liwia,Błaszyk,F,52.238,20.847,36,9.55,20,59
1760,Julian,Kubieniec,M,52.171,21.385,38,20.69,4,59
1761,Olaf,Kalista,M,52.131,20.91,34,7.95,7,59
1762,Iwo,Molak,M,52.18,21.33,21,17.51,17,59
1763,Sonia,Chuchla,F,52.184,20.939,30,3.82,6,59
1764,Tola,Forysiak,F,52.194,21.158,22,8.17,18,59
1765,Oskar,Tyniec,M,52.192,21.481,35,24.44,6,59
1766,Marika,Rybus,F,52.254,21.134,24,9.4,12,59
1767,Dariusz,Dub,M,52.225,20.791,28,11.71,15,59
1768,Maksymilian,Pruchnik,M,52.142,20.838,40,11.01,3,59
1769,Hubert,Duc,M,52.189,21.202,23,10.64,19,59
1770,Janina,Olchawa,F,52.123,20.799,25,13.91,16,59
1771,Borys,Jędrzejek,M,52.077,21.225,32,17.36,6,60
1772,Stefan,Żółkiewicz,M,52.12,21.161,28,12.01,15,60
1773,Rozalia,Gębura,F,52.203,21.1,37,5.18,1,60
1774,Sebastian,Kluczek,M,52.084,20.783,34,16.64,2,60
1775,Jędrzej,Ciuk,M,52.271,20.783,38,14.43,2,60
1776,Krzysztof,Gałęza,M,52.304,21.078,29,9.11,2,60
1777,Marcin,Lipok,M,52.129,21.049,33,6.01,19,60
1778,Kacper,Szczesiak,M,52.095,21.178,32,14.17,20,60
1779,Emil,Sporek,M,52.224,21.116,28,7.0,9,60
1780,Sara,Drywa,F,52.418,21.232,26,22.51,10,60
1781,Malwina,Puc,F,52.123,21.052,34,6.46,12,60
1782,Janina,Nestorowicz,F,52.096,21.294,29,19.92,14,60
1783,Dagmara,Klatka,F,52.264,21.18,30,12.23,16,60
1784,Nicole,Liśkiewicz,M,52.087,20.914,32,9.93,5,60
1785,Marcelina,Karwan,F,52.322,20.886,33,11.8,6,60
1786,Ryszard,Seta,M,52.214,21.007,32,1.06,9,60
1787,Albert,Kolka,M,52.099,21.299,26,20.02,9,60
1788,Michał,Kwasek,M,52.263,20.924,31,6.93,3,60
1789,Adam,Błażejewicz,M,52.275,20.785,34,14.52,8,60
1790,Tadeusz,Bernard,M,52.112,20.947,39,7.03,5,60
1791,Antoni,Pacewicz,M,52.225,21.137,39,8.06,10,60
1792,Alan,Grygorowicz,M,52.311,20.667,27,22.18,1,60
1793,Dominik,Węgrzyk,M,52.142,21.386,40,22.19,17,60
1794,Wiktor,Wajer,M,52.072,21.196,31,16.22,16,60
1795,Paweł,Porzucek,M,52.138,21.214,27,13.82,9,60
1796,Ewa,Malisz,F,52.007,21.104,24,14.82,10,60
1797,Bartek,Banak,M,52.102,20.791,35,15.36,6,60
1798,Malwina,Murat,F,52.066,20.936,34,9.94,16,60
1799,Kajetan,Pioch,M,52.264,20.905,33,7.94,16,60
1800,Bartek,Rup,M,52.118,21.211,20,14.64,18,60
1801,Bruno,Grzegorzak,M,52.334,21.086,26,11.0,10,61
1802,Kornel,Szpala,M,52.221,20.918,39,5.12,17,61
1803,Norbert,Stochmal,M,52.34,20.835,23,15.25,9,61
1804,Michał,Piwek,M,52.04,20.924,37,11.81,5,61
1805,Iwo,Obst,M,52.241,20.863,21,8.9,20,61
1806,Michał,Buszkiewicz,M,52.104,21.109,24,10.26,12,61
1807,Oliwier,Boba,M,52.234,20.974,33,2.97,17,61
1808,Witold,Kubrak,M,52.215,20.461,23,27.71,16,61
1809,Bruno,Tryc,M,52.16,21.008,23,2.44,13,61
1810,Kajetan,Sporysz,M,52.304,20.743,31,18.05,9,61
1811,Antoni,Gęsiarz,M,52.201,21.376,28,18.86,10,61
1812,Maksymilian,Buchalik,M,52.245,21.057,26,5.08,3,61
1813,Szymon,Brańka,M,52.066,20.799,30,16.73,3,61
1814,Andrzej,Rohde,M,52.181,20.98,33,1.97,18,61
1815,Julita,Gapys,F,52.227,21.005,36,1.61,18,61
1816,Gabriel,Kleban,M,52.068,21.053,38,9.29,5,61
1817,Bartek,Łyskawa,M,52.43,20.888,25,17.11,1,61
1818,Kaja,Myszk,F,52.127,20.894,40,8.94,10,61
1819,Maks,Czupryn,M,52.202,21.334,22,16.78,2,61
1820,Jerzy,Nastały,M,52.165,21.193,25,11.43,11,61
1821,Przemysław,Mandrysz,M,52.29,21.084,26,8.66,12,61
1822,Filip,Jarema,M,52.26,21.169,25,11.46,18,61
1823,Franciszek,Gogacz,M,52.154,21.428,21,23.74,5,61
1824,Maks,Kieloch,M,52.326,21.316,29,22.09,1,61
1825,Nicole,Białk,M,52.152,20.93,26,5.92,18,61
1826,Borys,Kinal,M,52.177,21.117,33,6.99,5,61
1827,Blanka,Krysik,F,52.07,21.188,22,15.87,13,61
1828,Krzysztof,Gryska,M,52.208,21.084,39,4.61,17,61
1829,Błażej,Buława,M,52.148,21.382,23,21.7,18,61
1830,Tymoteusz,Pyszka,M,52.426,21.164,34,19.52,2,61
1831,Julian,Dyjas,M,52.146,20.971,40,4.16,4,62
1832,Dominik,Staciwa,M,52.135,21.027,35,4.59,2,62
1833,Olgierd,Goliszek,M,52.138,21.065,28,6.34,4,62
1834,Julianna,Pogorzelec,F,52.199,21.067,29,3.41,7,62
1835,Kacper,Siemieńczuk,M,52.068,20.899,36,11.65,17,62
1836,Sandra,Hajda,F,52.078,20.865,36,12.85,3,62
1837,Ewa,Minkiewicz,F,52.018,21.266,21,22.44,8,62
1838,Fabian,Powałka,M,52.073,20.908,37,10.96,5,62
1839,Eryk,Sołoducha,M,52.161,20.863,20,8.8,18,62
1840,Szymon,Surmiak,M,52.273,20.956,26,5.85,8,62
1841,Aurelia,Lemieszek,F,52.361,20.96,34,10.01,19,62
1842,Wiktor,Czuryło,M,52.242,21.196,25,11.92,20,62
1843,Adrianna,Macheta,F,52.207,20.866,36,7.03,3,62
1844,Kaja,Fogiel,F,52.19,21.116,27,6.31,13,62
1845,Róża,Szmuc,F,52.098,20.59,20,25.63,3,62
1846,Jerzy,Thiel,M,52.103,20.899,22,9.89,5,62
1847,Tobiasz,Walocha,M,52.357,21.144,36,15.06,7,62
1848,Angelika,Grzech,F,52.31,20.876,21,11.69,3,62
1849,Iwo,Froń,M,52.224,20.885,32,6.95,11,62
1850,Ida,Kramer,F,51.961,20.836,24,20.14,1,62
1851,Ignacy,Krokosz,M,52.314,20.991,20,6.17,19,62
1852,Ewa,Rasała,F,52.136,20.955,34,5.45,18,62
1853,Jerzy,Rusnak,M,52.081,20.699,39,21.0,17,62
1854,Fabian,Krzosek,M,52.234,20.81,28,11.16,17,62
1855,Konrad,Dub,M,52.219,21.097,24,5.79,3,62
1856,Dorota,Ziegert,F,52.096,20.845,25,12.95,19,62
1857,Gustaw,Rogula,M,52.261,20.948,23,5.65,6,62
1858,Olga,Skrobek,F,52.199,20.835,39,8.3,7,62
1859,Norbert,Kamela,M,52.288,20.963,38,6.25,3,62
1860,Arkadiusz,Synak,M,52.114,20.852,30,11.71,2,62
1861,Fabian,Symonowicz,M,52.208,20.655,32,17.65,1,63
1862,Stefan,Kopiczko,M,52.18,20.658,26,18.07,17,63
1863,Ewa,Morgała,F,52.226,21.334,29,18.03,14,63
1864,Antoni,Walusiak,M,52.051,20.898,32,12.6,19,63
1865,Maurycy,Toma,M,52.183,20.948,23,3.43,20,63
1866,Tymoteusz,Płocharczyk,M,52.118,20.509,20,28.65,18,63
1867,Alex,Kopyt,M,52.097,20.897,36,10.27,4,63
1868,Jeremi,Majtyka,M,52.086,21.052,30,8.27,6,63
1869,Jeremi,Wlazły,M,52.235,21.101,34,6.78,6,63
1870,Franciszek,Ziarnik,M,52.203,20.868,27,6.73,18,63
1871,Sara,Bylina,F,52.095,20.92,39,9.27,17,63
1872,Ernest,Broszkiewicz,M,52.526,20.736,38,29.49,11,63
1873,Andrzej,Nazimek,M,52.175,20.938,31,4.36,11,63
1874,Łukasz,Jeżyk,M,52.164,20.841,34,9.76,20,63
1875,Adrian,Smalec,M,52.169,21.508,25,26.92,11,63
1876,Arkadiusz,Drobek,M,52.236,20.799,20,11.83,2,63
1877,Dominik,Syroka,M,52.214,21.02,33,1.7,11,63
1878,Janina,Kukuczka,F,52.117,21.09,24,8.64,14,63
1879,Maciej,Noszczyk,M,52.22,20.924,35,4.82,5,63
1880,Aniela,Bartel,F,52.277,20.964,38,5.66,18,63
1881,Andrzej,Kawulok,M,52.201,20.736,30,13.26,11,63
1882,Liwia,Wenda,F,52.2,21.237,23,11.85,13,63
1883,Liwia,Winnik,F,52.304,20.706,20,19.87,15,63
1884,Rozalia,Trawka,F,52.161,20.733,24,15.29,14,63
1885,Ksawery,Janc,M,52.202,21.115,38,5.84,9,63
1886,Antoni,Kubieniec,M,52.068,20.875,27,12.85,14,63
1887,Eryk,Odrzywołek,M,52.27,20.814,29,12.8,8,63
1888,Damian,Świerkosz,M,52.035,21.072,33,11.89,19,63
1889,Gaja,Siarkiewicz,F,52.233,20.732,31,15.06,3,63
1890,Alan,Kłosiewicz,M,52.143,21.033,33,4.52,9,63
1891,Mateusz,Dziarmaga,M,52.14,21.054,36,5.71,16,64
1892,Łukasz,Buś,M,52.051,21.06,31,10.43,12,64
1893,Daniel,Piekacz,M,52.256,21.208,21,13.16,20,64
1894,Maciej,Nędzi,M,52.134,20.863,31,10.19,11,64
1895,Leon,Koj,M,52.271,21.166,29,11.88,9,64
1896,Rozalia,Kazek,F,52.144,20.76,38,14.8,10,64
1897,Natan,Warmuz,M,52.383,21.533,22,35.8,8,64
1898,Inga,Stachewicz,F,52.17,21.106,28,6.79,9,64
1899,Grzegorz,Słoń,M,52.171,21.393,33,21.13,5,64
1900,Miłosz,Miodek,M,52.183,21.436,21,22.62,16,64
1901,Iwo,Rajtar,M,52.122,20.969,24,5.44,6,64
1902,Angelika,Welc,F,52.073,21.255,29,19.08,1,64
1903,Arkadiusz,Korzeniak,M,52.086,20.781,33,16.65,9,64
1904,Maks,Stebel,M,52.039,21.038,28,9.94,13,64
1905,Mateusz,Kosak,M,51.999,21.041,36,12.07,18,64
1906,Jan,Grubba,M,52.276,20.819,21,12.86,6,64
1907,Tymoteusz,Durma,M,52.24,21.513,36,27.64,12,64
1908,Fabian,Maszota,M,52.157,21.438,31,24.07,19,64
1909,Roksana,Ziarno,F,52.231,20.846,30,9.26,18,64
1910,Maksymilian,Plich,M,52.105,21.064,38,7.96,12,64
1911,Gaja,Huszcza,F,52.086,20.806,20,15.4,8,64
1912,Konrad,Częścik,M,52.144,21.06,38,5.8,8,64
1913,Sebastian,Perlik,M,52.372,20.74,21,21.59,20,64
1914,Liwia,Rudolf,F,52.368,21.196,35,18.2,1,64
1915,Maks,Nytko,M,52.298,20.738,26,18.04,12,64
1916,Damian,Szyca,M,52.271,21.224,26,14.71,10,64
1917,Juliusz,Hasiak,M,52.117,21.05,21,6.63,8,64
1918,Dorota,Kuzia,F,52.039,20.907,22,12.71,13,64
1919,Jeremi,Nieradzik,M,52.248,21.021,34,3.45,19,64
1920,Aleksander,Kroczak,M,52.086,21.024,34,6.89,9,64
1921,Marianna,Wujek,F,52.293,21.078,27,8.57,19,65
1922,Wiktor,Gasik,M,52.182,21.186,30,10.18,13,65
1923,Wiktor,Dziadkowiec,M,52.118,20.861,20,11.07,13,65
1924,Paweł,Wojtera,M,52.278,21.325,35,20.17,6,65
1925,Jeremi,Jaracz,M,52.087,21.114,22,11.35,7,65
1926,Angelika,Nicewicz,F,52.159,20.933,31,5.4,11,65
1927,Emil,Jasina,M,52.14,20.886,32,8.7,5,65
1928,Leon,Stanclik,M,52.019,21.164,23,17.24,20,65
1929,Radosław,Bielat,M,52.155,21.049,31,4.68,2,65
1930,Juliusz,Patora,M,52.199,20.873,40,6.4,20,65
1931,Sonia,Związek,F,51.99,20.936,22,13.69,14,65
1932,Ewelina,Durma,F,52.205,21.092,31,4.84,19,65
1933,Leon,Jonczyk,M,52.155,21.357,37,20.08,2,65
1934,Kaja,Armatys,F,52.175,21.237,34,13.08,17,65
1935,Stefan,Maruszczyk,M,52.351,21.196,36,17.33,10,65
1936,Cezary,Swaczyna,M,52.066,21.039,38,8.65,7,65
1937,Ksawery,Hajder,M,52.244,21.11,33,7.71,11,65
1938,Dawid,Małys,M,52.162,21.34,27,18.91,10,65
1939,Szymon,Łaszczyk,M,52.125,21.326,29,20.08,15,65
1940,Rozalia,Jargieło,F,52.196,20.92,40,4.2,10,65
1941,Kamil,Potyrała,M,52.07,21.034,22,8.22,4,65
1942,Roksana,Kott,F,52.035,21.087,26,12.62,11,65
1943,Anastazja,Malara,F,52.093,20.968,23,6.93,18,65
1944,Marianna,Kielan,F,52.303,20.747,30,17.8,9,65
1945,Hubert,Orzeszek,M,52.286,20.915,24,8.58,15,65
1946,Julianna,Szajner,F,51.968,20.929,26,15.11,6,65
1947,Kazimierz,Boba,M,52.261,21.009,37,3.51,12,65
1948,Kazimierz,Rudyk,M,52.119,21.137,34,10.88,20,65
1949,Kacper,Sutor,M,52.26,21.103,28,8.17,5,65
1950,Cezary,Niećko,M,51.942,20.965,33,14.63,3,65
1951,Cezary,Żołnierczyk,M,52.295,20.845,37,12.48,6,66
1952,Nikodem,Tabak,M,52.333,21.026,33,7.94,19,66
1953,Olga,Wacławczyk,F,52.23,20.797,34,11.63,6,66
1954,Paweł,Mendak,M,52.2,20.889,24,5.56,1,66
1955,Krystyna,Maćków,F,52.211,20.991,31,1.02,16,66
1956,Stefan,Łój,M,52.203,21.139,38,7.11,16,66
1957,Kamila,Kut,F,52.113,21.025,29,5.61,1,66
1958,Ida,Kieca,F,52.333,21.026,28,7.98,9,66
1959,Ryszard,Sypień,M,52.158,20.702,37,16.98,2,66
1960,Kacper,Szabla,M,52.277,20.843,27,11.69,19,66
1961,Angelika,Witka,F,52.123,21.169,40,12.3,6,66
1962,Aleksander,Milczarczyk,M,52.316,21.257,20,18.64,14,66
1963,Jędrzej,Gubernat,M,52.067,20.773,24,18.02,16,66
1964,Inga,Stanisławek,F,52.241,21.204,39,12.24,14,66
1965,Jakub,Krężołek,M,52.152,20.981,31,3.37,11,66
1966,Leonard,Maszkiewicz,M,52.19,21.258,25,13.39,15,66
1967,Adrian,Geisler,M,52.246,21.264,24,15.48,2,66
1968,Elżbieta,Giers,F,52.202,21.133,39,6.75,19,66
1969,Piotr,Staś,M,52.164,21.159,22,9.78,8,66
1970,Julianna,Wołoszyk,F,52.245,21.355,30,20.01,10,66
1971,Justyna,Łaś,F,52.235,20.957,39,3.95,1,66
1972,Tadeusz,Seta,M,52.403,21.136,34,16.96,14,66
1973,Olaf,Pokusa,M,52.158,21.418,30,22.99,16,66
1974,Ksawery,Bany,M,52.221,21.212,38,11.65,2,66
1975,Mariusz,Heleniak,M,52.195,20.438,29,28.38,19,66
1976,Maksymilian,Patora,M,52.197,21.077,34,4.02,11,66
1977,Aleks,Jama,M,52.125,20.589,40,24.32,17,66
1978,Adrian,Dziadkowiec,M,52.152,20.964,40,4.16,17,66
1979,Maks,Jędryczka,M,52.251,20.716,29,16.76,3,66
1980,Dagmara,Koćwin,F,52.214,20.519,24,24.73,16,66
1981,Igor,Trąbka,M,52.312,21.058,22,8.52,14,67
1982,Błażej,Płaneta,M,52.39,20.969,23,11.06,8,67
1983,Nataniel,Sobiło,M,52.287,20.81,22,13.88,18,67
1984,Marcelina,Kamyszek,F,52.153,20.956,22,4.58,11,67
1985,Inga,Radko,F,52.315,21.074,38,9.48,7,67
1986,Kaja,Siekierka,F,52.27,21.309,38,18.92,16,67
1987,Szymon,Wawrzynkiewicz,M,52.283,20.872,39,10.56,5,67
1988,Bianka,Mysiak,F,52.308,20.715,24,19.62,18,67
1989,Kornelia,Monkiewicz,F,52.386,20.968,27,10.89,18,67
1990,Andrzej,Mysiak,M,52.101,20.922,21,8.85,7,67
1991,Nikodem,Filusz,M,52.264,21.059,26,6.17,10,67
1992,Leonard,Maras,M,52.327,20.728,35,19.93,9,67
1993,Wojciech,Cal,M,52.384,21.179,35,18.17,5,67
1994,Tadeusz,Frukacz,M,52.305,21.242,30,17.36,1,67
1995,Nikodem,Kościelak,M,51.975,21.15,39,18.71,5,67
1996,Marianna,Kojder,F,52.233,21.316,38,17.45,20,67
1997,Malwina,Olszowa,F,52.158,21.021,35,3.12,9,67
1998,Paweł,Jas,M,52.139,20.852,38,10.46,18,67
1999,Norbert,Domka,M,52.077,20.678,33,22.25,18,67
2000,Patryk,Sobieszczyk,M,52.154,21.118,24,8.17,11,67
2001,Maksymilian,Herok,M,52.01,20.814,28,18.81,15,67
2002,Justyna,Golenia,F,52.311,20.887,33,11.2,9,67
2003,Marcelina,Maćczak,F,52.103,21.234,24,16.57,4,67
2004,Natan,Haponiuk,M,52.225,21.028,25,2.66,19,67
2005,Liwia,Pieczarka,F,52.276,20.695,24,19.04,20,67
2006,Dariusz,Makoś,M,52.182,20.718,37,15.01,14,67
2007,Gustaw,Suszka,M,52.144,20.738,24,15.91,14,67
2008,Paweł,Sobisz,M,52.251,21.339,34,19.5,10,67
2009,Nela,Dworczak,F,52.378,21.078,36,12.8,4,67
2010,Adam,Kazimierczuk,M,52.125,21.185,23,13.04,18,67
2011,Nicole,Golisz,M,52.066,20.814,27,15.96,14,68
2012,Ernest,Drózd,M,52.056,20.795,36,17.45,16,68
2013,Olaf,Groborz,M,52.157,20.884,31,7.93,15,68
2014,Lidia,Listwan,F,52.377,21.222,34,19.96,2,68
2015,Kornel,Stempniak,M,52.024,20.955,24,11.08,9,68
2016,Maks,Frymus,M,52.484,20.857,23,21.35,4,68
2017,Kamil,Graj,M,52.168,20.656,39,18.78,17,68
2018,Jakub,Ziemkiewicz,M,52.119,21.004,22,4.26,12,68
2019,Olga,Szajner,F,52.023,21.242,35,20.98,12,68
2020,Marcin,Fiołka,M,52.468,20.935,25,16.65,17,68
2021,Aleksander,Hermann,M,52.209,20.998,25,0.57,19,68
2022,Daniel,Goska,M,52.255,21.277,34,16.61,14,68
2023,Alex,Roszko,M,52.339,21.102,34,12.06,16,68
2024,Elżbieta,Sajda,F,52.305,21.091,39,9.82,18,68
2025,Jeremi,Łukasiuk,M,52.308,20.924,22,9.22,14,68
2026,Inga,Grabas,F,52.315,20.877,26,11.9,2,68
2027,Mikołaj,Indyk,M,52.226,20.922,37,5.23,17,68
2028,Miłosz,Frost,M,52.471,20.853,26,20.91,10,68
2029,Kamil,Kołata,M,52.376,21.08,39,12.81,2,68
2030,Paweł,Szyba,M,52.543,21.09,24,21.66,6,68
2031,Albert,Kuliberda,M,52.309,20.881,35,11.39,14,68
2032,Liwia,Laszkiewicz,F,52.224,21.124,30,7.37,11,68
2033,Borys,Przybyś,M,52.222,21.067,36,4.43,6,68
2034,Sebastian,Korniak,M,52.347,21.003,27,7.5,16,68
2035,Artur,Bochnia,M,52.084,20.772,35,17.22,2,68
2036,Paweł,Kaźmierczyk,M,52.173,20.961,33,3.32,11,68
2037,Aleksander,Stożek,M,52.001,21.171,37,18.5,19,68
2038,Sara,Nitek,F,52.147,21.21,31,13.14,15,68
2039,Apolonia,Szkoła,F,52.365,21.197,26,18.14,13,68
2040,Konstanty,Majdan,M,52.175,20.689,33,16.81,9,68
2041,Liwia,Ryczko,F,52.244,21.307,25,17.52,8,69
2042,Ksawery,Kłósek,M,52.158,20.896,21,7.33,9,69
2043,Mikołaj,Zuziak,M,52.312,20.83,28,14.09,5,69
2044,Kajetan,Piekart,M,52.169,20.812,28,10.93,3,69
2045,Patryk,Rozum,M,52.265,21.1,23,8.27,12,69
2046,Kamila,Osipowicz,F,52.315,21.218,33,16.65,3,69
2047,Adam,Roczniak,M,52.207,20.893,25,5.71,20,69
2048,Tomasz,Jas,M,52.346,20.959,24,9.37,10,69
2049,Mateusz,Porzucek,M,52.183,21.299,33,15.84,6,69
2050,Janina,Magier,F,52.248,20.769,25,13.94,19,69
2051,Ewelina,Nurkiewicz,F,52.428,21.233,33,23.05,19,69
2052,Blanka,Bona,F,52.268,21.066,39,6.7,11,69
2053,Janina,Sus,F,52.154,21.009,36,2.74,16,69
2054,Błażej,Wizner,M,52.313,20.95,35,8.16,5,69
2055,Nicole,Kustosz,M,52.111,20.961,29,6.4,20,69
2056,Kalina,Staniczek,F,52.17,21.099,36,6.48,19,69
2057,Robert,Szymała,M,52.067,20.695,32,21.9,9,69
2058,Andrzej,Maszczyk,M,52.134,20.91,29,7.79,2,69
2059,Paweł,Maruszczyk,M,52.186,20.979,38,1.77,9,69
2060,Eliza,Kurach,F,52.223,21.16,28,9.14,7,69
2061,Sara,Samul,F,52.073,21.183,28,15.49,17,69
2062,Bianka,Wojciech,F,52.324,21.115,29,11.96,5,69
2063,Andrzej,Mirga,M,52.094,21.164,30,13.47,7,69
2064,Juliusz,Augustynek,M,52.171,20.992,28,1.83,19,69
2065,Dagmara,Hanusiak,F,52.261,21.087,28,7.38,19,69
2066,Tola,Warmuz,F,52.211,20.889,25,6.11,9,69
2067,Malwina,Pleśniak,F,52.196,21.118,25,6.06,13,69
2068,Stanisław,Linda,M,52.015,20.898,23,14.3,12,69
2069,Dorota,Martin,F,52.038,20.878,29,14.16,5,69
2070,Tomasz,Preuss,M,52.251,21.127,40,8.9,3,69
2071,Julian,Cacko,M,52.225,21.093,39,5.89,10,70
